variable,group,value
2141267,Vatican City,0
2141268,Austria,0
2141268,Belarus,0
2141268,Belgium,0
2141268,Brazil,0
2141268,Denmark,0
2141268,France,0
2141268,Germany,0
2141268,Greece,0
2141268,Italy,2
2141268,Japan,0
2141268,Latvia,0
2141268,Netherlands,0
2141268,NoInfo,0
2141268,Poland,0
2141268,Russia,0
2141268,Slovenia,0
2141268,Spain,0
2141268,Sweden,0
2141268,Switzerland,0
2141268,Ukraine,0
2141268,United Kingdom,0
2141268,United States,2
2141268,Vatican City,0
2141270,Austria,0
2141270,Belarus,0
2141270,Belgium,0
2141270,Brazil,0
2141270,Denmark,0
2141270,France,0
2141270,Germany,0
2141270,Greece,0
2141270,Italy,1
2141270,Japan,0
2141270,Latvia,0
2141270,Netherlands,0
2141270,NoInfo,1
2141270,Poland,0
2141270,Russia,0
2141270,Slovenia,0
2141270,Spain,0
2141270,Sweden,0
2141270,Switzerland,0
2141270,Ukraine,0
2141270,United Kingdom,0
2141270,United States,2
2141270,Vatican City,0
2141271,Austria,0
2141271,Belarus,0
2141271,Belgium,0
2141271,Brazil,0
2141271,Denmark,0
2141271,France,0
2141271,Germany,0
2141271,Greece,0
2141271,Italy,2
2141271,Japan,0
2141271,Latvia,0
2141271,Netherlands,0
2141271,NoInfo,0
2141271,Poland,0
2141271,Russia,0
2141271,Slovenia,0
2141271,Spain,0
2141271,Sweden,0
2141271,Switzerland,0
2141271,Ukraine,0
2141271,United Kingdom,0
2141271,United States,1
2141271,Vatican City,0
2141280,Austria,0
2141280,Belarus,0
2141280,Belgium,0
2141280,Brazil,0
2141280,Denmark,0
2141280,France,0
2141280,Germany,0
2141280,Greece,0
2141280,Italy,3
2141280,Japan,0
2141280,Latvia,0
2141280,Netherlands,0
2141280,NoInfo,1
2141280,Poland,0
2141280,Russia,0
2141280,Slovenia,0
2141280,Spain,0
2141280,Sweden,0
2141280,Switzerland,0
2141280,Ukraine,0
2141280,United Kingdom,2
2141280,United States,2
2141280,Vatican City,0
2141338,Austria,0
2141338,Belarus,0
2141338,Belgium,0
2141338,Brazil,0
2141338,Denmark,0
2141338,France,0
2141338,Germany,0
2141338,Greece,0
2141338,Italy,5
2141338,Japan,0
2141338,Latvia,0
2141338,Netherlands,0
2141338,NoInfo,0
2141338,Poland,0
2141338,Russia,0
2141338,Slovenia,0
2141338,Spain,0
2141338,Sweden,0
2141338,Switzerland,0
2141338,Ukraine,0
2141338,United Kingdom,0
2141338,United States,0
2141338,Vatican City,0
2141340,Austria,0
2141340,Belarus,0
2141340,Belgium,0
2141340,Brazil,0
2141340,Denmark,0
2141340,France,0
2141340,Germany,0
2141340,Greece,0
2141340,Italy,2
2141340,Japan,0
2141340,Latvia,0
2141340,Netherlands,0
2141340,NoInfo,0
2141340,Poland,0
2141340,Russia,0
2141340,Slovenia,0
2141340,Spain,0
2141340,Sweden,0
2141340,Switzerland,0
2141340,Ukraine,0
2141340,United Kingdom,0
2141340,United States,0
2141340,Vatican City,0
2141350,Austria,0
2141350,Belarus,0
2141350,Belgium,0
2141350,Brazil,0
2141350,Denmark,0
2141350,France,0
2141350,Germany,0
2141350,Greece,0
2141350,Italy,1
2141350,Japan,0
2141350,Latvia,0
2141350,Netherlands,0
2141350,NoInfo,0
2141350,Poland,0
2141350,Russia,0
2141350,Slovenia,0
2141350,Spain,0
2141350,Sweden,0
2141350,Switzerland,0
2141350,Ukraine,0
2141350,United Kingdom,3
2141350,United States,0
2141350,Vatican City,0
2141376,Austria,0
2141376,Belarus,0
2141376,Belgium,0
2141376,Brazil,0
2141376,Denmark,0
2141376,France,0
2141376,Germany,0
2141376,Greece,0
2141376,Italy,3
2141376,Japan,0
2141376,Latvia,0
2141376,Netherlands,0
2141376,NoInfo,0
2141376,Poland,0
2141376,Russia,0
2141376,Slovenia,0
2141376,Spain,0
2141376,Sweden,0
2141376,Switzerland,0
2141376,Ukraine,0
2141376,United Kingdom,0
2141376,United States,0
2141376,Vatican City,0
2141400,Austria,0
2141400,Belarus,0
2141400,Belgium,0
2141400,Brazil,0
2141400,Denmark,0
2141400,France,1
2141400,Germany,0
2141400,Greece,0
2141400,Italy,2
2141400,Japan,2
2141400,Latvia,0
2141400,Netherlands,0
2141400,NoInfo,0
2141400,Poland,0
2141400,Russia,0
2141400,Slovenia,0
2141400,Spain,0
2141400,Sweden,0
2141400,Switzerland,0
2141400,Ukraine,0
2141400,United Kingdom,2
2141400,United States,2
2141400,Vatican City,0
2141406,Austria,0
2141406,Belarus,0
2141406,Belgium,1
2141406,Brazil,0
2141406,Denmark,0
2141406,France,0
2141406,Germany,0
2141406,Greece,0
2141406,Italy,3
2141406,Japan,0
2141406,Latvia,0
2141406,Netherlands,0
2141406,NoInfo,0
2141406,Poland,0
2141406,Russia,0
2141406,Slovenia,0
2141406,Spain,0
2141406,Sweden,0
2141406,Switzerland,0
2141406,Ukraine,0
2141406,United Kingdom,0
2141406,United States,0
2141406,Vatican City,0
2141427,Austria,0
2141427,Belarus,0
2141427,Belgium,0
2141427,Brazil,0
2141427,Denmark,0
2141427,France,0
2141427,Germany,0
2141427,Greece,0
2141427,Italy,2
2141427,Japan,0
2141427,Latvia,0
2141427,Netherlands,0
2141427,NoInfo,0
2141427,Poland,0
2141427,Russia,0
2141427,Slovenia,0
2141427,Spain,0
2141427,Sweden,0
2141427,Switzerland,0
2141427,Ukraine,0
2141427,United Kingdom,0
2141427,United States,0
2141427,Vatican City,1
2141428,Austria,0
2141428,Belarus,0
2141428,Belgium,0
2141428,Brazil,0
2141428,Denmark,0
2141428,France,0
2141428,Germany,0
2141428,Greece,0
2141428,Italy,2
2141428,Japan,0
2141428,Latvia,0
2141428,Netherlands,0
2141428,NoInfo,0
2141428,Poland,0
2141428,Russia,0
2141428,Slovenia,0
2141428,Spain,0
2141428,Sweden,0
2141428,Switzerland,0
2141428,Ukraine,0
2141428,United Kingdom,0
2141428,United States,0
2141428,Vatican City,2
2141433,Austria,0
2141433,Belarus,0
2141433,Belgium,0
2141433,Brazil,0
2141433,Denmark,0
2141433,France,0
2141433,Germany,0
2141433,Greece,0
2141433,Italy,4
2141433,Japan,0
2141433,Latvia,0
2141433,Netherlands,0
2141433,NoInfo,1
2141433,Poland,0
2141433,Russia,0
2141433,Slovenia,0
2141433,Spain,0
2141433,Sweden,0
2141433,Switzerland,0
2141433,Ukraine,0
2141433,United Kingdom,0
2141433,United States,0
2141433,Vatican City,1
2141434,Austria,0
2141434,Belarus,0
2141434,Belgium,0
2141434,Brazil,0
2141434,Denmark,0
2141434,France,0
2141434,Germany,0
2141434,Greece,0
2141434,Italy,6
2141434,Japan,0
2141434,Latvia,0
2141434,Netherlands,0
2141434,NoInfo,0
2141434,Poland,0
2141434,Russia,0
2141434,Slovenia,0
2141434,Spain,0
2141434,Sweden,0
2141434,Switzerland,0
2141434,Ukraine,0
2141434,United Kingdom,0
2141434,United States,0
2141434,Vatican City,1
2141439,Austria,0
2141439,Belarus,0
2141439,Belgium,0
2141439,Brazil,0
2141439,Denmark,0
2141439,France,0
2141439,Germany,0
2141439,Greece,0
2141439,Italy,1
2141439,Japan,0
2141439,Latvia,0
2141439,Netherlands,0
2141439,NoInfo,0
2141439,Poland,0
2141439,Russia,0
2141439,Slovenia,0
2141439,Spain,0
2141439,Sweden,0
2141439,Switzerland,0
2141439,Ukraine,0
2141439,United Kingdom,0
2141439,United States,1
2141439,Vatican City,0
2141440,Austria,0
2141440,Belarus,0
2141440,Belgium,0
2141440,Brazil,0
2141440,Denmark,0
2141440,France,0
2141440,Germany,0
2141440,Greece,0
2141440,Italy,1
2141440,Japan,0
2141440,Latvia,0
2141440,Netherlands,0
2141440,NoInfo,0
2141440,Poland,0
2141440,Russia,0
2141440,Slovenia,0
2141440,Spain,0
2141440,Sweden,0
2141440,Switzerland,0
2141440,Ukraine,0
2141440,United Kingdom,0
2141440,United States,1
2141440,Vatican City,0
2141444,Austria,0
2141444,Belarus,0
2141444,Belgium,0
2141444,Brazil,0
2141444,Denmark,0
2141444,France,0
2141444,Germany,0
2141444,Greece,0
2141444,Italy,6
2141444,Japan,0
2141444,Latvia,0
2141444,Netherlands,0
2141444,NoInfo,0
2141444,Poland,0
2141444,Russia,0
2141444,Slovenia,0
2141444,Spain,0
2141444,Sweden,0
2141444,Switzerland,0
2141444,Ukraine,0
2141444,United Kingdom,0
2141444,United States,0
2141444,Vatican City,0
2141456,Austria,0
2141456,Belarus,0
2141456,Belgium,0
2141456,Brazil,0
2141456,Denmark,0
2141456,France,0
2141456,Germany,0
2141456,Greece,0
2141456,Italy,4
2141456,Japan,0
2141456,Latvia,0
2141456,Netherlands,0
2141456,NoInfo,1
2141456,Poland,0
2141456,Russia,0
2141456,Slovenia,0
2141456,Spain,0
2141456,Sweden,0
2141456,Switzerland,0
2141456,Ukraine,0
2141456,United Kingdom,0
2141456,United States,0
2141456,Vatican City,0
2141466,Austria,0
2141466,Belarus,0
2141466,Belgium,0
2141466,Brazil,0
2141466,Denmark,0
2141466,France,0
2141466,Germany,0
2141466,Greece,0
2141466,Italy,1
2141466,Japan,0
2141466,Latvia,0
2141466,Netherlands,0
2141466,NoInfo,0
2141466,Poland,0
2141466,Russia,0
2141466,Slovenia,0
2141466,Spain,0
2141466,Sweden,0
2141466,Switzerland,0
2141466,Ukraine,0
2141466,United Kingdom,0
2141466,United States,2
2141466,Vatican City,0
2141489,Austria,0
2141489,Belarus,0
2141489,Belgium,0
2141489,Brazil,0
2141489,Denmark,0
2141489,France,0
2141489,Germany,0
2141489,Greece,0
2141489,Italy,1
2141489,Japan,0
2141489,Latvia,0
2141489,Netherlands,0
2141489,NoInfo,0
2141489,Poland,0
2141489,Russia,0
2141489,Slovenia,0
2141489,Spain,0
2141489,Sweden,0
2141489,Switzerland,0
2141489,Ukraine,0
2141489,United Kingdom,1
2141489,United States,3
2141489,Vatican City,0
2141490,Austria,0
2141490,Belarus,0
2141490,Belgium,0
2141490,Brazil,0
2141490,Denmark,0
2141490,France,0
2141490,Germany,0
2141490,Greece,0
2141490,Italy,1
2141490,Japan,0
2141490,Latvia,0
2141490,Netherlands,0
2141490,NoInfo,2
2141490,Poland,0
2141490,Russia,0
2141490,Slovenia,0
2141490,Spain,0
2141490,Sweden,0
2141490,Switzerland,0
2141490,Ukraine,0
2141490,United Kingdom,0
2141490,United States,1
2141490,Vatican City,1
2141491,Austria,0
2141491,Belarus,0
2141491,Belgium,0
2141491,Brazil,0
2141491,Denmark,0
2141491,France,0
2141491,Germany,0
2141491,Greece,0
2141491,Italy,3
2141491,Japan,0
2141491,Latvia,0
2141491,Netherlands,0
2141491,NoInfo,0
2141491,Poland,0
2141491,Russia,0
2141491,Slovenia,0
2141491,Spain,0
2141491,Sweden,0
2141491,Switzerland,0
2141491,Ukraine,0
2141491,United Kingdom,1
2141491,United States,2
2141491,Vatican City,0
2141492,Austria,0
2141492,Belarus,0
2141492,Belgium,0
2141492,Brazil,0
2141492,Denmark,0
2141492,France,0
2141492,Germany,0
2141492,Greece,0
2141492,Italy,2
2141492,Japan,0
2141492,Latvia,0
2141492,Netherlands,0
2141492,NoInfo,0
2141492,Poland,0
2141492,Russia,0
2141492,Slovenia,0
2141492,Spain,0
2141492,Sweden,0
2141492,Switzerland,0
2141492,Ukraine,0
2141492,United Kingdom,1
2141492,United States,2
2141492,Vatican City,0
2141529,Austria,0
2141529,Belarus,0
2141529,Belgium,0
2141529,Brazil,0
2141529,Denmark,0
2141529,France,0
2141529,Germany,1
2141529,Greece,0
2141529,Italy,1
2141529,Japan,0
2141529,Latvia,0
2141529,Netherlands,0
2141529,NoInfo,0
2141529,Poland,0
2141529,Russia,0
2141529,Slovenia,0
2141529,Spain,0
2141529,Sweden,0
2141529,Switzerland,0
2141529,Ukraine,0
2141529,United Kingdom,0
2141529,United States,1
2141529,Vatican City,0
2141530,Austria,0
2141530,Belarus,0
2141530,Belgium,0
2141530,Brazil,0
2141530,Denmark,0
2141530,France,0
2141530,Germany,0
2141530,Greece,0
2141530,Italy,4
2141530,Japan,0
2141530,Latvia,0
2141530,Netherlands,0
2141530,NoInfo,0
2141530,Poland,0
2141530,Russia,0
2141530,Slovenia,0
2141530,Spain,0
2141530,Sweden,0
2141530,Switzerland,0
2141530,Ukraine,0
2141530,United Kingdom,0
2141530,United States,0
2141530,Vatican City,0
2141553,Austria,0
2141553,Belarus,0
2141553,Belgium,0
2141553,Brazil,0
2141553,Denmark,0
2141553,France,0
2141553,Germany,0
2141553,Greece,0
2141553,Italy,3
2141553,Japan,0
2141553,Latvia,0
2141553,Netherlands,0
2141553,NoInfo,2
2141553,Poland,0
2141553,Russia,0
2141553,Slovenia,0
2141553,Spain,0
2141553,Sweden,0
2141553,Switzerland,0
2141553,Ukraine,0
2141553,United Kingdom,9
2141553,United States,2
2141553,Vatican City,0
2141554,Austria,0
2141554,Belarus,0
2141554,Belgium,0
2141554,Brazil,0
2141554,Denmark,0
2141554,France,0
2141554,Germany,0
2141554,Greece,0
2141554,Italy,3
2141554,Japan,0
2141554,Latvia,0
2141554,Netherlands,0
2141554,NoInfo,0
2141554,Poland,0
2141554,Russia,0
2141554,Slovenia,0
2141554,Spain,0
2141554,Sweden,0
2141554,Switzerland,0
2141554,Ukraine,0
2141554,United Kingdom,1
2141554,United States,2
2141554,Vatican City,0
2141555,Austria,0
2141555,Belarus,0
2141555,Belgium,0
2141555,Brazil,0
2141555,Denmark,0
2141555,France,0
2141555,Germany,0
2141555,Greece,0
2141555,Italy,1
2141555,Japan,1
2141555,Latvia,0
2141555,Netherlands,0
2141555,NoInfo,0
2141555,Poland,0
2141555,Russia,0
2141555,Slovenia,0
2141555,Spain,0
2141555,Sweden,0
2141555,Switzerland,0
2141555,Ukraine,0
2141555,United Kingdom,0
2141555,United States,2
2141555,Vatican City,0
2141556,Austria,0
2141556,Belarus,0
2141556,Belgium,0
2141556,Brazil,0
2141556,Denmark,0
2141556,France,0
2141556,Germany,0
2141556,Greece,0
2141556,Italy,3
2141556,Japan,0
2141556,Latvia,0
2141556,Netherlands,0
2141556,NoInfo,0
2141556,Poland,0
2141556,Russia,0
2141556,Slovenia,0
2141556,Spain,0
2141556,Sweden,0
2141556,Switzerland,0
2141556,Ukraine,0
2141556,United Kingdom,0
2141556,United States,1
2141556,Vatican City,0
2141557,Austria,0
2141557,Belarus,0
2141557,Belgium,0
2141557,Brazil,0
2141557,Denmark,0
2141557,France,0
2141557,Germany,0
2141557,Greece,0
2141557,Italy,3
2141557,Japan,0
2141557,Latvia,0
2141557,Netherlands,0
2141557,NoInfo,1
2141557,Poland,0
2141557,Russia,0
2141557,Slovenia,0
2141557,Spain,0
2141557,Sweden,0
2141557,Switzerland,0
2141557,Ukraine,0
2141557,United Kingdom,3
2141557,United States,1
2141557,Vatican City,0
2141558,Austria,0
2141558,Belarus,0
2141558,Belgium,0
2141558,Brazil,0
2141558,Denmark,0
2141558,France,0
2141558,Germany,0
2141558,Greece,0
2141558,Italy,1
2141558,Japan,0
2141558,Latvia,0
2141558,Netherlands,0
2141558,NoInfo,0
2141558,Poland,0
2141558,Russia,0
2141558,Slovenia,0
2141558,Spain,0
2141558,Sweden,0
2141558,Switzerland,0
2141558,Ukraine,0
2141558,United Kingdom,0
2141558,United States,1
2141558,Vatican City,0
2141568,Austria,0
2141568,Belarus,0
2141568,Belgium,0
2141568,Brazil,0
2141568,Denmark,0
2141568,France,0
2141568,Germany,0
2141568,Greece,0
2141568,Italy,8
2141568,Japan,0
2141568,Latvia,0
2141568,Netherlands,0
2141568,NoInfo,0
2141568,Poland,0
2141568,Russia,0
2141568,Slovenia,0
2141568,Spain,0
2141568,Sweden,0
2141568,Switzerland,0
2141568,Ukraine,0
2141568,United Kingdom,0
2141568,United States,0
2141568,Vatican City,0
2141588,Austria,1
2141588,Belarus,1
2141588,Belgium,0
2141588,Brazil,0
2141588,Denmark,0
2141588,France,0
2141588,Germany,2
2141588,Greece,0
2141588,Italy,3
2141588,Japan,0
2141588,Latvia,0
2141588,Netherlands,0
2141588,NoInfo,1
2141588,Poland,0
2141588,Russia,0
2141588,Slovenia,0
2141588,Spain,0
2141588,Sweden,0
2141588,Switzerland,0
2141588,Ukraine,0
2141588,United Kingdom,1
2141588,United States,0
2141588,Vatican City,0
2141596,Austria,0
2141596,Belarus,0
2141596,Belgium,0
2141596,Brazil,0
2141596,Denmark,0
2141596,France,0
2141596,Germany,2
2141596,Greece,0
2141596,Italy,4
2141596,Japan,0
2141596,Latvia,0
2141596,Netherlands,0
2141596,NoInfo,1
2141596,Poland,0
2141596,Russia,0
2141596,Slovenia,0
2141596,Spain,0
2141596,Sweden,0
2141596,Switzerland,0
2141596,Ukraine,0
2141596,United Kingdom,0
2141596,United States,0
2141596,Vatican City,0
2141598,Austria,0
2141598,Belarus,0
2141598,Belgium,0
2141598,Brazil,0
2141598,Denmark,0
2141598,France,0
2141598,Germany,1
2141598,Greece,0
2141598,Italy,1
2141598,Japan,0
2141598,Latvia,0
2141598,Netherlands,0
2141598,NoInfo,0
2141598,Poland,0
2141598,Russia,0
2141598,Slovenia,0
2141598,Spain,0
2141598,Sweden,0
2141598,Switzerland,0
2141598,Ukraine,0
2141598,United Kingdom,0
2141598,United States,0
2141598,Vatican City,0
2141599,Austria,0
2141599,Belarus,0
2141599,Belgium,0
2141599,Brazil,0
2141599,Denmark,0
2141599,France,0
2141599,Germany,2
2141599,Greece,0
2141599,Italy,1
2141599,Japan,0
2141599,Latvia,0
2141599,Netherlands,0
2141599,NoInfo,1
2141599,Poland,0
2141599,Russia,0
2141599,Slovenia,0
2141599,Spain,0
2141599,Sweden,0
2141599,Switzerland,0
2141599,Ukraine,0
2141599,United Kingdom,0
2141599,United States,0
2141599,Vatican City,0
2141600,Austria,0
2141600,Belarus,0
2141600,Belgium,0
2141600,Brazil,0
2141600,Denmark,0
2141600,France,0
2141600,Germany,2
2141600,Greece,0
2141600,Italy,1
2141600,Japan,0
2141600,Latvia,0
2141600,Netherlands,0
2141600,NoInfo,0
2141600,Poland,0
2141600,Russia,0
2141600,Slovenia,0
2141600,Spain,0
2141600,Sweden,0
2141600,Switzerland,0
2141600,Ukraine,0
2141600,United Kingdom,0
2141600,United States,0
2141600,Vatican City,0
2141601,Austria,0
2141601,Belarus,0
2141601,Belgium,0
2141601,Brazil,0
2141601,Denmark,0
2141601,France,0
2141601,Germany,1
2141601,Greece,0
2141601,Italy,1
2141601,Japan,0
2141601,Latvia,0
2141601,Netherlands,0
2141601,NoInfo,0
2141601,Poland,0
2141601,Russia,0
2141601,Slovenia,0
2141601,Spain,0
2141601,Sweden,0
2141601,Switzerland,0
2141601,Ukraine,0
2141601,United Kingdom,0
2141601,United States,0
2141601,Vatican City,0
2141603,Austria,0
2141603,Belarus,0
2141603,Belgium,0
2141603,Brazil,0
2141603,Denmark,0
2141603,France,0
2141603,Germany,0
2141603,Greece,0
2141603,Italy,3
2141603,Japan,1
2141603,Latvia,0
2141603,Netherlands,0
2141603,NoInfo,1
2141603,Poland,0
2141603,Russia,0
2141603,Slovenia,0
2141603,Spain,0
2141603,Sweden,0
2141603,Switzerland,1
2141603,Ukraine,0
2141603,United Kingdom,0
2141603,United States,0
2141603,Vatican City,0
2141605,Austria,0
2141605,Belarus,0
2141605,Belgium,0
2141605,Brazil,0
2141605,Denmark,0
2141605,France,0
2141605,Germany,0
2141605,Greece,0
2141605,Italy,2
2141605,Japan,0
2141605,Latvia,0
2141605,Netherlands,0
2141605,NoInfo,0
2141605,Poland,0
2141605,Russia,1
2141605,Slovenia,0
2141605,Spain,0
2141605,Sweden,0
2141605,Switzerland,0
2141605,Ukraine,0
2141605,United Kingdom,0
2141605,United States,0
2141605,Vatican City,0
2141614,Austria,0
2141614,Belarus,0
2141614,Belgium,0
2141614,Brazil,0
2141614,Denmark,0
2141614,France,0
2141614,Germany,0
2141614,Greece,0
2141614,Italy,2
2141614,Japan,0
2141614,Latvia,0
2141614,Netherlands,0
2141614,NoInfo,0
2141614,Poland,0
2141614,Russia,0
2141614,Slovenia,0
2141614,Spain,0
2141614,Sweden,0
2141614,Switzerland,0
2141614,Ukraine,0
2141614,United Kingdom,0
2141614,United States,3
2141614,Vatican City,0
2141620,Austria,0
2141620,Belarus,0
2141620,Belgium,0
2141620,Brazil,0
2141620,Denmark,0
2141620,France,0
2141620,Germany,0
2141620,Greece,0
2141620,Italy,2
2141620,Japan,0
2141620,Latvia,0
2141620,Netherlands,0
2141620,NoInfo,0
2141620,Poland,0
2141620,Russia,0
2141620,Slovenia,0
2141620,Spain,0
2141620,Sweden,0
2141620,Switzerland,0
2141620,Ukraine,0
2141620,United Kingdom,0
2141620,United States,2
2141620,Vatican City,0
2141622,Austria,0
2141622,Belarus,0
2141622,Belgium,0
2141622,Brazil,0
2141622,Denmark,0
2141622,France,0
2141622,Germany,0
2141622,Greece,0
2141622,Italy,3
2141622,Japan,0
2141622,Latvia,0
2141622,Netherlands,0
2141622,NoInfo,0
2141622,Poland,0
2141622,Russia,0
2141622,Slovenia,0
2141622,Spain,0
2141622,Sweden,0
2141622,Switzerland,0
2141622,Ukraine,0
2141622,United Kingdom,0
2141622,United States,2
2141622,Vatican City,0
2141625,Austria,0
2141625,Belarus,0
2141625,Belgium,0
2141625,Brazil,0
2141625,Denmark,0
2141625,France,0
2141625,Germany,0
2141625,Greece,0
2141625,Italy,2
2141625,Japan,0
2141625,Latvia,0
2141625,Netherlands,0
2141625,NoInfo,0
2141625,Poland,0
2141625,Russia,0
2141625,Slovenia,0
2141625,Spain,0
2141625,Sweden,0
2141625,Switzerland,0
2141625,Ukraine,0
2141625,United Kingdom,0
2141625,United States,0
2141625,Vatican City,0
2141627,Austria,0
2141627,Belarus,0
2141627,Belgium,0
2141627,Brazil,0
2141627,Denmark,0
2141627,France,0
2141627,Germany,1
2141627,Greece,0
2141627,Italy,1
2141627,Japan,0
2141627,Latvia,0
2141627,Netherlands,0
2141627,NoInfo,2
2141627,Poland,0
2141627,Russia,0
2141627,Slovenia,0
2141627,Spain,0
2141627,Sweden,0
2141627,Switzerland,0
2141627,Ukraine,0
2141627,United Kingdom,0
2141627,United States,0
2141627,Vatican City,1
2141629,Austria,0
2141629,Belarus,0
2141629,Belgium,0
2141629,Brazil,0
2141629,Denmark,0
2141629,France,0
2141629,Germany,2
2141629,Greece,0
2141629,Italy,1
2141629,Japan,0
2141629,Latvia,0
2141629,Netherlands,0
2141629,NoInfo,1
2141629,Poland,0
2141629,Russia,0
2141629,Slovenia,0
2141629,Spain,0
2141629,Sweden,0
2141629,Switzerland,0
2141629,Ukraine,0
2141629,United Kingdom,0
2141629,United States,0
2141629,Vatican City,0
2141630,Austria,0
2141630,Belarus,0
2141630,Belgium,0
2141630,Brazil,0
2141630,Denmark,0
2141630,France,0
2141630,Germany,0
2141630,Greece,0
2141630,Italy,1
2141630,Japan,0
2141630,Latvia,0
2141630,Netherlands,0
2141630,NoInfo,1
2141630,Poland,0
2141630,Russia,0
2141630,Slovenia,0
2141630,Spain,0
2141630,Sweden,0
2141630,Switzerland,0
2141630,Ukraine,0
2141630,United Kingdom,0
2141630,United States,2
2141630,Vatican City,0
2141643,Austria,0
2141643,Belarus,0
2141643,Belgium,0
2141643,Brazil,0
2141643,Denmark,0
2141643,France,0
2141643,Germany,0
2141643,Greece,0
2141643,Italy,1
2141643,Japan,0
2141643,Latvia,0
2141643,Netherlands,0
2141643,NoInfo,1
2141643,Poland,0
2141643,Russia,0
2141643,Slovenia,0
2141643,Spain,0
2141643,Sweden,0
2141643,Switzerland,1
2141643,Ukraine,0
2141643,United Kingdom,0
2141643,United States,0
2141643,Vatican City,0
2141717,Austria,1
2141717,Belarus,0
2141717,Belgium,0
2141717,Brazil,0
2141717,Denmark,0
2141717,France,0
2141717,Germany,0
2141717,Greece,0
2141717,Italy,1
2141717,Japan,0
2141717,Latvia,0
2141717,Netherlands,0
2141717,NoInfo,0
2141717,Poland,0
2141717,Russia,0
2141717,Slovenia,0
2141717,Spain,0
2141717,Sweden,0
2141717,Switzerland,0
2141717,Ukraine,0
2141717,United Kingdom,0
2141717,United States,0
2141717,Vatican City,0
2141737,Austria,0
2141737,Belarus,0
2141737,Belgium,0
2141737,Brazil,0
2141737,Denmark,0
2141737,France,2
2141737,Germany,0
2141737,Greece,0
2141737,Italy,1
2141737,Japan,0
2141737,Latvia,0
2141737,Netherlands,0
2141737,NoInfo,0
2141737,Poland,0
2141737,Russia,0
2141737,Slovenia,0
2141737,Spain,0
2141737,Sweden,0
2141737,Switzerland,0
2141737,Ukraine,0
2141737,United Kingdom,0
2141737,United States,0
2141737,Vatican City,0
2141738,Austria,0
2141738,Belarus,0
2141738,Belgium,0
2141738,Brazil,0
2141738,Denmark,0
2141738,France,3
2141738,Germany,0
2141738,Greece,0
2141738,Italy,1
2141738,Japan,0
2141738,Latvia,0
2141738,Netherlands,0
2141738,NoInfo,0
2141738,Poland,0
2141738,Russia,0
2141738,Slovenia,0
2141738,Spain,0
2141738,Sweden,0
2141738,Switzerland,0
2141738,Ukraine,0
2141738,United Kingdom,0
2141738,United States,0
2141738,Vatican City,0
2141739,Austria,0
2141739,Belarus,0
2141739,Belgium,0
2141739,Brazil,0
2141739,Denmark,0
2141739,France,2
2141739,Germany,0
2141739,Greece,0
2141739,Italy,1
2141739,Japan,0
2141739,Latvia,0
2141739,Netherlands,0
2141739,NoInfo,0
2141739,Poland,0
2141739,Russia,0
2141739,Slovenia,0
2141739,Spain,0
2141739,Sweden,0
2141739,Switzerland,0
2141739,Ukraine,0
2141739,United Kingdom,0
2141739,United States,0
2141739,Vatican City,0
2141741,Austria,0
2141741,Belarus,0
2141741,Belgium,0
2141741,Brazil,0
2141741,Denmark,0
2141741,France,0
2141741,Germany,0
2141741,Greece,0
2141741,Italy,1
2141741,Japan,0
2141741,Latvia,0
2141741,Netherlands,0
2141741,NoInfo,0
2141741,Poland,0
2141741,Russia,0
2141741,Slovenia,0
2141741,Spain,0
2141741,Sweden,0
2141741,Switzerland,0
2141741,Ukraine,0
2141741,United Kingdom,0
2141741,United States,0
2141741,Vatican City,0
2142772,Austria,0
2142772,Belarus,0
2142772,Belgium,0
2142772,Brazil,2
2142772,Denmark,0
2142772,France,0
2142772,Germany,0
2142772,Greece,0
2142772,Italy,3
2142772,Japan,1
2142772,Latvia,0
2142772,Netherlands,0
2142772,NoInfo,1
2142772,Poland,0
2142772,Russia,0
2142772,Slovenia,0
2142772,Spain,0
2142772,Sweden,0
2142772,Switzerland,0
2142772,Ukraine,0
2142772,United Kingdom,0
2142772,United States,0
2142772,Vatican City,0
2142777,Austria,0
2142777,Belarus,0
2142777,Belgium,0
2142777,Brazil,0
2142777,Denmark,0
2142777,France,0
2142777,Germany,1
2142777,Greece,0
2142777,Italy,1
2142777,Japan,0
2142777,Latvia,0
2142777,Netherlands,0
2142777,NoInfo,0
2142777,Poland,0
2142777,Russia,1
2142777,Slovenia,0
2142777,Spain,0
2142777,Sweden,0
2142777,Switzerland,0
2142777,Ukraine,0
2142777,United Kingdom,0
2142777,United States,0
2142777,Vatican City,0
2142781,Austria,0
2142781,Belarus,0
2142781,Belgium,0
2142781,Brazil,0
2142781,Denmark,0
2142781,France,0
2142781,Germany,3
2142781,Greece,0
2142781,Italy,2
2142781,Japan,0
2142781,Latvia,0
2142781,Netherlands,0
2142781,NoInfo,0
2142781,Poland,0
2142781,Russia,1
2142781,Slovenia,0
2142781,Spain,0
2142781,Sweden,0
2142781,Switzerland,0
2142781,Ukraine,0
2142781,United Kingdom,0
2142781,United States,0
2142781,Vatican City,0
2142782,Austria,0
2142782,Belarus,0
2142782,Belgium,0
2142782,Brazil,0
2142782,Denmark,0
2142782,France,0
2142782,Germany,0
2142782,Greece,0
2142782,Italy,1
